,fecha,region,consumo,mes,dia_semana,fin_de_semana,temperatura
403,2019-02-08,Antioquia,28.22007118,2,5,0,20.8875
404,2019-02-09,Antioquia,26.27098108,2,6,1,20.485416666666666
405,2019-02-10,Antioquia,22.82341316,2,7,1,20.433333333333334
406,2019-02-11,Antioquia,28.20402363,2,1,0,21.989583333333332
407,2019-02-12,Antioquia,28.36214659,2,2,0,21.583333333333332
408,2019-02-13,Antioquia,28.71031362,2,3,0,22.797916666666666
409,2019-02-14,Antioquia,28.78221756,2,4,0,21.650000000000002
410,2019-02-15,Antioquia,28.81392553,2,5,0,22.183333333333334
411,2019-02-16,Antioquia,26.58277628,2,6,1,21.625
412,2019-02-17,Antioquia,22.83174385,2,7,1,21.091666666666665
413,2019-02-18,Antioquia,28.04471328,2,1,0,20.889583333333334
414,2019-02-19,Antioquia,27.72715006,2,2,0,19.129166666666666
415,2019-02-20,Antioquia,27.63069997,2,3,0,19.695833333333333
416,2019-02-21,Antioquia,27.97769413,2,4,0,21.639583333333334
417,2019-02-22,Antioquia,28.10131894,2,5,0,22.338297872340426
418,2019-02-23,Antioquia,26.46649941,2,6,1,20.820833333333333
419,2019-02-24,Antioquia,22.56625145,2,7,1,20.443749999999998
420,2019-02-25,Antioquia,27.46226201,2,1,0,20.947916666666668
421,2019-02-26,Antioquia,28.00930808,2,2,0,19.822916666666668
422,2019-02-27,Antioquia,27.65043958,2,3,0,18.20625
423,2019-02-28,Antioquia,27.33215109,2,4,0,19.520833333333332
424,2019-03-01,Antioquia,27.41950847,3,5,0,20.227083333333333
425,2019-03-02,Antioquia,25.73007641,3,6,1,20.183333333333334
426,2019-03-03,Antioquia,22.06074951,3,7,1,19.804166666666667
427,2019-03-04,Antioquia,27.12538008,3,1,0,20.370833333333334
428,2019-03-05,Antioquia,27.60912704,3,2,0,20.979166666666668
429,2019-03-06,Antioquia,27.69251598,3,3,0,21.412499999999998
430,2019-03-07,Antioquia,27.86338926,3,4,0,20.860416666666666
431,2019-03-08,Antioquia,27.62137645,3,5,0,21.02978723404255
432,2019-03-09,Antioquia,26.06934125,3,6,1,22.50208333333333
433,2019-03-10,Antioquia,22.47983452,3,7,1,20.764583333333334
434,2019-03-11,Antioquia,27.30257841,3,1,0,19.783333333333335
435,2019-03-12,Antioquia,27.72772694,3,2,0,20.462500000000002
436,2019-03-13,Antioquia,28.25094019,3,3,0,22.008333333333336
437,2019-03-14,Antioquia,28.2612598,3,4,0,21.135416666666668
438,2019-03-15,Antioquia,28.31624323,3,5,0,21.34166666666667
439,2019-03-16,Antioquia,26.11978478,3,6,1,21.47083333333333
440,2019-03-17,Antioquia,22.86782617,3,7,1,22.02916666666667
441,2019-03-18,Antioquia,27.38710175,3,1,0,20.572916666666668
442,2019-03-19,Antioquia,27.02518781,3,2,0,18.658333333333335
443,2019-03-20,Antioquia,27.71904908,3,3,0,19.558333333333334
444,2019-03-21,Antioquia,27.54920504,3,4,0,18.74255319148936
445,2019-03-22,Antioquia,27.55641728,3,5,0,18.91875
446,2019-03-23,Antioquia,25.48950715,3,6,1,20.193749999999998
447,2019-03-24,Antioquia,21.9850177,3,7,1,19.33095238095238
448,2019-03-25,Antioquia,22.05653787,3,1,0,19.173809523809524
449,2019-03-26,Antioquia,26.99877065,3,2,0,19.430232558139537
450,2019-03-27,Antioquia,27.44397901,3,3,0,20.75531914893617
451,2019-03-28,Antioquia,27.81624905,3,4,0,21.095
452,2019-03-29,Antioquia,27.35444427,3,5,0,18.94473684210526
453,2019-03-30,Antioquia,25.67028611,3,6,1,20.66190476190476
454,2019-03-31,Antioquia,22.34221047,3,7,1,21.570833333333336
455,2019-04-01,Antioquia,26.65961608,4,1,0,18.27741935483871
456,2019-04-02,Antioquia,26.99205892,4,2,0,19.183333333333334
457,2019-04-03,Antioquia,27.34331348,4,3,0,20.341666666666665
458,2019-04-04,Antioquia,27.65600606,4,4,0,19.818749999999998
459,2019-04-05,Antioquia,27.37652866,4,5,0,18.920833333333334
460,2019-04-06,Antioquia,25.61530778,4,6,1,19.202083333333334
461,2019-04-07,Antioquia,22.82398171,4,7,1,20.183333333333334
462,2019-04-08,Antioquia,27.2921744,4,1,0,20.560416666666665
463,2019-04-09,Antioquia,27.89909756,4,2,0,19.460416666666667
464,2019-04-10,Antioquia,27.60159614,4,3,0,19.558333333333334
465,2019-04-11,Antioquia,27.50894154,4,4,0,20.54375
466,2019-04-12,Antioquia,28.11821262,4,5,0,22.0125
467,2019-04-13,Antioquia,26.08924124,4,6,1,21.979166666666668
468,2019-04-14,Antioquia,22.83565854,4,7,1,20.522916666666667
469,2019-04-15,Antioquia,26.83048226,4,1,0,21.150000000000002
470,2019-04-16,Antioquia,27.30360869,4,2,0,21.964583333333334
471,2019-04-17,Antioquia,26.39637335,4,3,0,20.506249999999998
472,2019-04-18,Antioquia,21.60323925,4,4,0,19.67291666666667
473,2019-04-19,Antioquia,20.19770404,4,5,0,19.357446808510637
474,2019-04-20,Antioquia,22.10665859,4,6,1,19.960416666666667
475,2019-04-21,Antioquia,21.38432403,4,7,1,19.224999999999998
476,2019-04-22,Antioquia,26.47910618,4,1,0,19.645833333333332
477,2019-04-23,Antioquia,27.43727499,4,2,0,20.4375
478,2019-04-24,Antioquia,27.5509395600001,4,3,0,19.864583333333332
479,2019-04-25,Antioquia,27.57780324,4,4,0,19.808333333333334
480,2019-04-26,Antioquia,27.86176005,4,5,0,20.618750000000002
481,2019-04-27,Antioquia,26.19229952,4,6,1,21.270833333333332
482,2019-04-28,Antioquia,22.85932669,4,7,1,21.979166666666668
483,2019-04-29,Antioquia,27.75641034,4,1,0,22.125
484,2019-04-30,Antioquia,28.03781244,4,2,0,22.527083333333334
485,2019-05-01,Antioquia,24.23868447,5,3,0,22.84375
486,2019-05-02,Antioquia,28.18100043,5,4,0,22.231914893617024
487,2019-05-03,Antioquia,28.13765153,5,5,0,22.03191489361702
488,2019-05-04,Antioquia,26.17563052,5,6,1,21.683333333333334
489,2019-05-05,Antioquia,23.00039412,5,7,1,23.395833333333332
490,2019-05-06,Antioquia,28.57885478,5,1,0,23.376595744680852
491,2019-05-07,Antioquia,28.71708496,5,2,0,23.11111111111111
492,2019-05-08,Antioquia,28.08720329,5,3,0,18.517142857142858
493,2019-05-09,Antioquia,27.77494885,5,4,0,19.45531914893617
494,2019-05-10,Antioquia,27.32790031,5,5,0,20.159574468085108
495,2019-05-11,Antioquia,25.84106409,5,6,1,19.829166666666666
496,2019-05-12,Antioquia,21.4475845,5,7,1,20.989583333333332
497,2019-05-13,Antioquia,27.04196998,5,1,0,20.383333333333333
498,2019-05-14,Antioquia,27.5141074700001,5,2,0,20.777083333333334
499,2019-05-15,Antioquia,27.56332945,5,3,0,20.672916666666666
500,2019-05-16,Antioquia,27.89111663,5,4,0,19.789583333333333
501,2019-05-17,Antioquia,27.6743823100001,5,5,0,19.787499999999998
502,2019-05-18,Antioquia,25.71547427,5,6,1,19.645833333333332
503,2019-05-19,Antioquia,22.28282926,5,7,1,19.129166666666666
504,2019-05-20,Antioquia,26.9995398300001,5,1,0,20.285416666666666
505,2019-05-21,Antioquia,27.59944714,5,2,0,20.183333333333334
506,2019-05-22,Antioquia,27.674095,5,3,0,19.24255319148936
507,2019-05-23,Antioquia,27.38020446,5,4,0,18.616666666666667
508,2019-05-24,Antioquia,27.4953736299999,5,5,0,20.097872340425532
509,2019-05-25,Antioquia,25.46584836,5,6,1,18.777083333333334
510,2019-05-26,Antioquia,22.30407789,5,7,1,20.504255319148935
511,2019-05-27,Antioquia,26.77006039,5,1,0,20.277083333333334
512,2019-05-28,Antioquia,27.09292472,5,2,0,19.110416666666666
513,2019-05-29,Antioquia,27.21455696,5,3,0,19.879166666666666
514,2019-05-30,Antioquia,26.83906134,5,4,0,18.604166666666668
515,2019-05-31,Antioquia,27.01400244,5,5,0,19.6875
516,2019-06-01,Antioquia,25.22557794,6,6,1,18.891666666666666
517,2019-06-02,Antioquia,21.67904828,6,7,1,19.747916666666665
518,2019-06-03,Antioquia,22.27674975,6,1,0,21.493617021276595
519,2019-06-04,Antioquia,27.202786,6,2,0,22.55
520,2019-06-05,Antioquia,27.71073697,6,3,0,21.129166666666666
521,2019-06-06,Antioquia,27.46305019,6,4,0,20.150000000000002
522,2019-06-07,Antioquia,27.13672512,6,5,0,18.472916666666666
523,2019-06-08,Antioquia,25.61068013,6,6,1,20.861702127659573
524,2019-06-09,Antioquia,22.44994445,6,7,1,22.270833333333332
525,2019-06-10,Antioquia,27.58144476,6,1,0,21.347916666666666
526,2019-06-11,Antioquia,28.04127703,6,2,0,22.022916666666664
527,2019-06-12,Antioquia,27.93401979,6,3,0,20.814583333333335
528,2019-06-13,Antioquia,27.98001158,6,4,0,20.295833333333334
529,2019-06-14,Antioquia,28.04646904,6,5,0,21.251063829787235
530,2019-06-15,Antioquia,25.74510979,6,6,1,20.627083333333335
531,2019-06-16,Antioquia,21.62830828,6,7,1,21.831914893617018
532,2019-06-17,Antioquia,27.51380689,6,1,0,22.440425531914894
533,2019-06-18,Antioquia,28.38388621,6,2,0,23.01489361702128
534,2019-06-19,Antioquia,28.5207899,6,3,0,22.51875
535,2019-06-20,Antioquia,28.31318852,6,4,0,21.589583333333334
536,2019-06-21,Antioquia,28.26730371,6,5,0,22.08421052631579
537,2019-06-22,Antioquia,26.49491917,6,6,1,22.945652173913043
538,2019-06-23,Antioquia,22.34741344,6,7,1,21.83125
539,2019-06-24,Antioquia,22.775234,6,1,0,20.870833333333334
540,2019-06-25,Antioquia,27.24139918,6,2,0,20.529166666666665
541,2019-06-26,Antioquia,27.92576096,6,3,0,22.642553191489363
542,2019-06-27,Antioquia,28.63149553,6,4,0,22.381249999999998
543,2019-06-28,Antioquia,28.20901326,6,5,0,22.647916666666664
544,2019-06-29,Antioquia,25.74769021,6,6,1,21.033333333333335
545,2019-06-30,Antioquia,22.09561648,6,7,1,21.48125
546,2019-07-01,Antioquia,22.31207033,7,1,0,20.662499999999998
547,2019-07-02,Antioquia,27.18802541,7,2,0,20.872916666666665
548,2019-07-03,Antioquia,28.10913017,7,3,0,20.118750000000002
549,2019-07-04,Antioquia,28.1501457,7,4,0,21.181250000000002
550,2019-07-05,Antioquia,28.0697174,7,5,0,20.566666666666666
551,2019-07-06,Antioquia,26.31467205,7,6,1,21.357446808510637
552,2019-07-07,Antioquia,23.30085194,7,7,1,22.008333333333336
553,2019-07-08,Antioquia,28.02879551,7,1,0,21.49791666666667
554,2019-07-09,Antioquia,28.34547569,7,2,0,20.5
555,2019-07-10,Antioquia,28.51925765,7,3,0,21.139583333333334
556,2019-07-11,Antioquia,28.52094722,7,4,0,21.047916666666666
557,2019-07-12,Antioquia,28.56254639,7,5,0,21.381249999999998
558,2019-07-13,Antioquia,26.01060965,7,6,1,20.039583333333333
559,2019-07-14,Antioquia,22.65597875,7,7,1,21.287499999999998
560,2019-07-15,Antioquia,27.17559888,7,1,0,19.785416666666666
561,2019-07-16,Antioquia,27.92179281,7,2,0,20.327083333333334
562,2019-07-17,Antioquia,28.05838804,7,3,0,22.09375
563,2019-07-18,Antioquia,28.45472408,7,4,0,23.02916666666667
564,2019-07-19,Antioquia,28.23817688,7,5,0,22.49791666666667
565,2019-07-20,Antioquia,23.89069268,7,6,1,22.487234042553194
566,2019-07-21,Antioquia,22.53932895,7,7,1,22.914583333333336
567,2019-07-22,Antioquia,28.19451123,7,1,0,21.222916666666666
568,2019-07-23,Antioquia,27.9653273,7,2,0,20.235416666666666
569,2019-07-24,Antioquia,28.07459636,7,3,0,20.275000000000002
570,2019-07-25,Antioquia,28.42987155,7,4,0,21.07872340425532
571,2019-07-26,Antioquia,27.99848821,7,5,0,20.883333333333333
572,2019-07-27,Antioquia,26.10518957,7,6,1,21.795833333333334
573,2019-07-28,Antioquia,22.89173143,7,7,1,21.43404255319149
574,2019-07-29,Antioquia,28.16681545,7,1,0,21.79787234042553
575,2019-07-30,Antioquia,28.73117801,7,2,0,22.21276595744681
576,2019-07-31,Antioquia,28.90185254,7,3,0,22.26875
577,2019-08-01,Antioquia,28.64346519,8,4,0,21.008888888888887
578,2019-08-02,Antioquia,28.55495391,8,5,0,21.130232558139536
579,2019-08-03,Antioquia,26.09152874,8,6,1,19.60731707317073
580,2019-08-04,Antioquia,22.75163528,8,7,1,22.214893617021275
581,2019-08-05,Antioquia,28.3825273,8,1,0,22.78333333333333
582,2019-08-06,Antioquia,28.42871356,8,2,0,22.085416666666664
583,2019-08-07,Antioquia,24.78894484,8,3,0,22.116666666666664
584,2019-08-08,Antioquia,28.80111607,8,4,0,22.5125
585,2019-08-09,Antioquia,29.11915229,8,5,0,22.597727272727273
586,2019-08-10,Antioquia,26.70779585,8,6,1,22.493750000000002
587,2019-08-11,Antioquia,23.75719358,8,7,1,23.229166666666668
588,2019-08-12,Antioquia,28.90634216,8,1,0,23.224999999999998
589,2019-08-13,Antioquia,29.39922565,8,2,0,23.020833333333332
590,2019-08-14,Antioquia,29.37802447,8,3,0,22.677083333333332
591,2019-08-15,Antioquia,29.04068419,8,4,0,21.766666666666666
592,2019-08-16,Antioquia,28.50506767,8,5,0,19.320833333333333
593,2019-08-17,Antioquia,26.22148207,8,6,1,19.733333333333334
594,2019-08-18,Antioquia,22.89842502,8,7,1,21.818749999999998
595,2019-08-19,Antioquia,23.4013786,8,1,0,22.4875
596,2019-08-20,Antioquia,28.4078332500001,8,2,0,21.914583333333336
597,2019-08-21,Antioquia,28.85717726,8,3,0,22.566666666666666
598,2019-08-22,Antioquia,28.87900048,8,4,0,21.84166666666667
599,2019-08-23,Antioquia,29.46623846,8,5,0,22.102083333333336
600,2019-08-24,Antioquia,27.43131709,8,6,1,22.317021276595746
601,2019-08-25,Antioquia,23.77973923,8,7,1,22.73125
602,2019-08-26,Antioquia,28.85916908,8,1,0,22.577083333333334
603,2019-08-27,Antioquia,29.58669984,8,2,0,23.28333333333333
604,2019-08-28,Antioquia,28.6123380999999,8,3,0,21.359574468085107
605,2019-08-29,Antioquia,28.83075968,8,4,0,22.183333333333334
606,2019-08-30,Antioquia,29.06593397,8,5,0,22.59375
607,2019-08-31,Antioquia,26.85058743,8,6,1,22.212500000000002
608,2019-09-01,Antioquia,22.8431488800001,9,7,1,22.243750000000002
609,2019-09-02,Antioquia,28.2192568399999,9,1,0,21.98125
610,2019-09-03,Antioquia,28.85947689,9,2,0,23.210638297872343
611,2019-09-04,Antioquia,28.89630708,9,3,0,22.864583333333332
612,2019-09-05,Antioquia,29.31610634,9,4,0,22.837500000000002
613,2019-09-06,Antioquia,28.71643937,9,5,0,20.289583333333333
614,2019-09-07,Antioquia,27.08283702,9,6,1,22.778723404255317
615,2019-09-08,Antioquia,23.5102532,9,7,1,22.363829787234042
616,2019-09-09,Antioquia,28.81778097,9,1,0,22.56808510638298
617,2019-09-10,Antioquia,29.56946998,9,2,0,23.193617021276594
618,2019-09-11,Antioquia,29.5387725200001,9,3,0,22.313953488372093
619,2019-09-12,Antioquia,29.51362581,9,4,0,22.092105263157894
620,2019-09-13,Antioquia,28.88785106,9,5,0,21.51025641025641
621,2019-09-14,Antioquia,27.22785917,9,6,1,22.616666666666664
622,2019-09-15,Antioquia,23.60357749,9,7,1,21.099992062015005
623,2019-09-16,Antioquia,28.27533491,9,1,0,21.099992062015005
624,2019-09-17,Antioquia,28.568196,9,2,0,21.099992062015005
625,2019-09-18,Antioquia,28.31724109,9,3,0,18.4875
626,2019-09-19,Antioquia,27.98214316,9,4,0,19.460416666666667
627,2019-09-20,Antioquia,28.34183178,9,5,0,19.845833333333335
628,2019-09-21,Antioquia,26.26513202,9,6,1,19.868750000000002
629,2019-09-22,Antioquia,22.68273245,9,7,1,20.625
630,2019-09-23,Antioquia,27.7325108000001,9,1,0,18.840425531914892
631,2019-09-24,Antioquia,28.32431704,9,2,0,19.727659574468085
632,2019-09-25,Antioquia,28.22360978,9,3,0,19.53125
633,2019-09-26,Antioquia,28.07765418,9,4,0,19.510416666666668
634,2019-09-27,Antioquia,28.58059978,9,5,0,21.460416666666664
635,2019-09-28,Antioquia,26.7680818199999,9,6,1,21.84166666666667
636,2019-09-29,Antioquia,22.86201803,9,7,1,20.683333333333334
637,2019-09-30,Antioquia,27.81212375,9,1,0,18.852083333333333
638,2019-10-01,Antioquia,28.09493869,10,2,0,20.09375
639,2019-10-02,Antioquia,28.20411365,10,3,0,20.466666666666665
640,2019-10-03,Antioquia,28.11505343,10,4,0,18.552083333333332
641,2019-10-04,Antioquia,28.28250553,10,5,0,20.193617021276598
642,2019-10-05,Antioquia,26.31145296,10,6,1,20.758333333333333
643,2019-10-06,Antioquia,22.84823694,10,7,1,19.745833333333334
644,2019-10-07,Antioquia,27.87319371,10,1,0,20.870833333333334
645,2019-10-08,Antioquia,28.54146849,10,2,0,20.18936170212766
646,2019-10-09,Antioquia,28.6115702,10,3,0,20.5125
647,2019-10-10,Antioquia,28.69737246,10,4,0,19.71489361702128
648,2019-10-11,Antioquia,28.17868713,10,5,0,19.685416666666665
649,2019-10-12,Antioquia,26.3901779,10,6,1,18.91276595744681
650,2019-10-13,Antioquia,22.25595549,10,7,1,19.636170212765958
651,2019-10-14,Antioquia,22.78397012,10,1,0,19.591666666666665
652,2019-10-15,Antioquia,28.3091492700001,10,2,0,20.77446808510638
653,2019-10-16,Antioquia,28.57005891,10,3,0,20.037499999999998
654,2019-10-17,Antioquia,28.26674513,10,4,0,19.458333333333332
655,2019-10-18,Antioquia,28.38298974,10,5,0,19.470833333333335
656,2019-10-19,Antioquia,26.43871339,10,6,1,18.58723404255319
657,2019-10-20,Antioquia,23.25536051,10,7,1,20.185106382978724
658,2019-10-21,Antioquia,27.5710607,10,1,0,18.64
659,2019-10-22,Antioquia,28.12745822,10,2,0,19.080434782608698
660,2019-10-23,Antioquia,28.15100755,10,3,0,19.117391304347827
661,2019-10-24,Antioquia,28.20348979,10,4,0,18.617391304347827
662,2019-10-25,Antioquia,28.29068215,10,5,0,19.066666666666666
663,2019-10-26,Antioquia,26.37106611,10,6,1,20.606976744186046
664,2019-10-27,Antioquia,22.40406267,10,7,1,20.113333333333333
665,2019-10-28,Antioquia,27.77710198,10,1,0,20.98125
666,2019-10-29,Antioquia,28.27928598,10,2,0,20.96808510638298
667,2019-10-30,Antioquia,28.60529651,10,3,0,20.273913043478263
668,2019-10-31,Antioquia,28.24206373,10,4,0,20.663829787234043
669,2019-11-01,Antioquia,28.49058445,11,5,0,19.895833333333332
670,2019-11-02,Antioquia,26.41204082,11,6,1,20.158333333333335
671,2019-11-03,Antioquia,23.1842694,11,7,1,19.316666666666666
672,2019-11-04,Antioquia,23.6375764,11,1,0,20.735416666666666
673,2019-11-05,Antioquia,28.46311451,11,2,0,20.53125
674,2019-11-06,Antioquia,28.8741418,11,3,0,21.585416666666664
675,2019-11-07,Antioquia,29.2219248,11,4,0,21.5
676,2019-11-08,Antioquia,29.48310854,11,5,0,20.662499999999998
677,2019-11-09,Antioquia,26.43787618,11,6,1,17.858695652173914
678,2019-11-10,Antioquia,23.18951051,11,7,1,19.23125
679,2019-11-11,Antioquia,23.5218249,11,1,0,20.395833333333332
680,2019-11-12,Antioquia,27.93899524,11,2,0,18.833333333333332
681,2019-11-13,Antioquia,28.01060537,11,3,0,17.872916666666665
682,2019-11-14,Antioquia,28.33269932,11,4,0,18.568749999999998
683,2019-11-15,Antioquia,28.30530976,11,5,0,19.082978723404256
684,2019-11-16,Antioquia,26.5680526,11,6,1,20.0531914893617
685,2019-11-17,Antioquia,23.64554792,11,7,1,20.1
686,2019-11-18,Antioquia,28.62310924,11,1,0,19.885106382978723
687,2019-11-19,Antioquia,29.0927775,11,2,0,18.95957446808511
688,2019-11-20,Antioquia,28.86362011,11,3,0,19.551063829787232
689,2019-11-21,Antioquia,28.0407677,11,4,0,19.587500000000002
690,2019-11-22,Antioquia,28.58704504,11,5,0,18.741666666666667
691,2019-11-23,Antioquia,26.70986517,11,6,1,18.733333333333334
692,2019-11-24,Antioquia,23.42247526,11,7,1,19.858333333333334
693,2019-11-25,Antioquia,28.63378748,11,1,0,21.45625
694,2019-11-26,Antioquia,29.33859784,11,2,0,22.022916666666664
695,2019-11-27,Antioquia,29.3454565999999,11,3,0,22.20625
696,2019-11-28,Antioquia,29.29616059,11,4,0,20.848936170212767
697,2019-11-29,Antioquia,28.93325317,11,5,0,19.7
698,2019-11-30,Antioquia,26.5635273399999,11,6,1,20.318749999999998
699,2019-12-01,Antioquia,23.91802967,12,7,1,21.6375
700,2019-12-02,Antioquia,29.30579054,12,1,0,21.5625
701,2019-12-03,Antioquia,29.34307985,12,2,0,20.104255319148937
702,2019-12-04,Antioquia,29.41072025,12,3,0,19.827659574468086
703,2019-12-05,Antioquia,29.79515903,12,4,0,21.09565217391304
704,2019-12-06,Antioquia,29.87383031,12,5,0,21.14
705,2019-12-07,Antioquia,26.91405136,12,6,1,18.48181818181818
706,2019-12-08,Antioquia,23.02451469,12,7,1,18.726086956521737
707,2019-12-09,Antioquia,28.69505695,12,1,0,20.477083333333333
708,2019-12-10,Antioquia,29.51988958,12,2,0,20.766666666666666
709,2019-12-11,Antioquia,29.47230581,12,3,0,20.095833333333335
710,2019-12-12,Antioquia,29.38740031,12,4,0,19.685416666666665
711,2019-12-13,Antioquia,28.99968504,12,5,0,19.10625
712,2019-12-14,Antioquia,26.6189827499999,12,6,1,18.902083333333334
713,2019-12-15,Antioquia,23.60192985,12,7,1,19.485416666666666
714,2019-12-16,Antioquia,28.9772338,12,1,0,20.96875
715,2019-12-17,Antioquia,28.83948777,12,2,0,20.295833333333334
716,2019-12-18,Antioquia,29.05488066,12,3,0,19.979166666666668
717,2019-12-19,Antioquia,28.99904233,12,4,0,21.295833333333334
718,2019-12-20,Antioquia,28.6470436,12,5,0,21.616666666666664
719,2019-12-21,Antioquia,26.23042716,12,6,1,21.47021276595745
720,2019-12-22,Antioquia,23.69377037,12,7,1,21.41063829787234
721,2019-12-23,Antioquia,27.14846035,12,1,0,21.558333333333334
722,2019-12-24,Antioquia,24.53602338,12,2,0,22.210416666666664
723,2019-12-25,Antioquia,20.81610627,12,3,0,21.943749999999998
724,2019-12-26,Antioquia,26.59077282,12,4,0,22.010416666666668
725,2019-12-27,Antioquia,26.97767442,12,5,0,21.214583333333334
726,2019-12-28,Antioquia,26.07338855,12,6,1,21.819148936170212
727,2019-12-29,Antioquia,23.37566395,12,7,1,20.306250000000002
728,2019-12-30,Antioquia,25.41677233,12,1,0,20.151063829787233
729,2019-12-31,Antioquia,22.72741447,12,2,0,18.604166666666668
730,2020-01-01,Antioquia,19.12095519,1,3,0,19.660416666666666
731,2020-01-02,Antioquia,24.57350556,1,4,0,20.865957446808512
732,2020-01-03,Antioquia,26.1860533700001,1,5,0,21.068749999999998
733,2020-01-04,Antioquia,25.42737003,1,6,1,20.54375
734,2020-01-05,Antioquia,22.2226447,1,7,1,19.91063829787234
735,2020-01-06,Antioquia,22.24091895,1,1,0,19.6125
736,2020-01-07,Antioquia,26.58269379,1,2,0,19.758333333333333
737,2020-01-08,Antioquia,27.35114625,1,3,0,20.164583333333333
738,2020-01-09,Antioquia,27.90098185,1,4,0,20.633333333333333
739,2020-01-10,Antioquia,28.21809459,1,5,0,21.380851063829788
740,2020-01-11,Antioquia,26.43760542,1,6,1,20.46818181818182
741,2020-01-12,Antioquia,23.4136213,1,7,1,20.860416666666666
742,2020-01-13,Antioquia,28.21489385,1,1,0,21.706382978723404
743,2020-01-14,Antioquia,29.13020808,1,2,0,22.35531914893617
744,2020-01-15,Antioquia,28.97917549,1,3,0,21.04468085106383
745,2020-01-16,Antioquia,28.97008582,1,4,0,21.9975
746,2020-01-17,Antioquia,29.22243455,1,5,0,22.512820512820515
747,2020-01-18,Antioquia,27.3854216,1,6,1,23.65869565217391
748,2020-01-19,Antioquia,23.84266596,1,7,1,22.72083333333333
749,2020-01-20,Antioquia,28.5399463300001,1,1,0,20.76382978723404
750,2020-01-21,Antioquia,28.4781853,1,2,0,20.114285714285714
751,2020-01-22,Antioquia,28.07798122,1,3,0,17.829166666666666
752,2020-01-23,Antioquia,28.2094590900001,1,4,0,19.4875
753,2020-01-24,Antioquia,28.62668548,1,5,0,20.485416666666666
754,2020-01-25,Antioquia,27.00913136,1,6,1,21.645833333333332
755,2020-01-26,Antioquia,23.70587476,1,7,1,20.516666666666666
756,2020-01-27,Antioquia,28.4116052,1,1,0,19.876595744680852
757,2020-01-28,Antioquia,28.59986846,1,2,0,19.681250000000002
758,2020-01-29,Antioquia,28.35968403,1,3,0,20.433333333333334
759,2020-01-30,Antioquia,28.80882662,1,4,0,20.610416666666666
760,2020-01-31,Antioquia,28.8710545,1,5,0,22.51875
761,2020-02-01,Antioquia,27.26449349,2,6,1,22.922916666666666
762,2020-02-02,Antioquia,23.21970804,2,7,1,20.54468085106383
763,2020-02-03,Antioquia,28.85196241,2,1,0,22.245833333333334
764,2020-02-04,Antioquia,29.47675736,2,2,0,22.506382978723405
765,2020-02-05,Antioquia,29.64392201,2,3,0,21.421739130434784
766,2020-02-06,Antioquia,29.45397788,2,4,0,21.591489361702127
767,2020-02-07,Antioquia,29.18436798,2,5,0,20.734883720930235
768,2020-02-08,Antioquia,27.62889889,2,6,1,21.64375
769,2020-02-09,Antioquia,23.78077776,2,7,1,20.927083333333332
770,2020-02-10,Antioquia,28.87572963,2,1,0,22.10487804878049
771,2020-02-11,Antioquia,29.3773048999999,2,2,0,22.997826086956525
772,2020-02-12,Antioquia,29.54978143,2,3,0,22.472916666666666
773,2020-02-13,Antioquia,29.8175105,2,4,0,22.233333333333334
774,2020-02-14,Antioquia,29.50162814,2,5,0,21.640425531914893
775,2020-02-15,Antioquia,27.37337459,2,6,1,21.431250000000002
776,2020-02-16,Antioquia,23.99519506,2,7,1,22.527083333333334
777,2020-02-17,Antioquia,29.30157556,2,1,0,22.970212765957445
778,2020-02-18,Antioquia,29.82528256,2,2,0,23.983333333333334
779,2020-02-19,Antioquia,30.05894112,2,3,0,23.59583333333333
780,2020-02-20,Antioquia,30.09633214,2,4,0,22.1468085106383
781,2020-02-21,Antioquia,29.73414287,2,5,0,20.42608695652174
782,2020-02-22,Antioquia,27.2801519,2,6,1,19.788888888888888
783,2020-02-23,Antioquia,23.58554254,2,7,1,20.883333333333333
784,2020-02-24,Antioquia,28.7229793,2,1,0,21.21794871794872
785,2020-02-25,Antioquia,29.51691323,2,2,0,21.691891891891892
786,2020-02-26,Antioquia,29.10710917,2,3,0,21.204347826086956
787,2020-02-27,Antioquia,28.91384364,2,4,0,20.23617021276596
788,2020-02-28,Antioquia,28.96199719,2,5,0,20.733333333333334
789,2020-02-29,Antioquia,27.15881466,2,6,1,21.654545454545453
790,2020-03-01,Antioquia,23.70547476,3,7,1,21.806250000000002
791,2020-03-02,Antioquia,28.94822018,3,1,0,22.181250000000002
792,2020-03-03,Antioquia,29.83209531,3,2,0,22.81041666666667
793,2020-03-04,Antioquia,29.75878992,3,3,0,22.233333333333334
794,2020-03-05,Antioquia,30.2123035,3,4,0,23.03333333333333
795,2020-03-06,Antioquia,30.27875892,3,5,0,23.15833333333333
796,2020-03-07,Antioquia,27.8440146600001,3,6,1,21.212500000000002
797,2020-03-08,Antioquia,23.78299652,3,7,1,21.410416666666666
798,2020-03-09,Antioquia,29.24022309,3,1,0,22.227083333333336
799,2020-03-10,Antioquia,29.4363228,3,2,0,20.347916666666666
800,2020-03-11,Antioquia,28.8431629700001,3,3,0,19.614583333333332
801,2020-03-12,Antioquia,29.1359205000001,3,4,0,21.2
802,2020-03-13,Antioquia,29.16642233,3,5,0,21.020833333333332
803,2020-03-14,Antioquia,27.24616313,3,6,1,20.76875
804,2020-03-15,Antioquia,23.75332183,3,7,1,20.960416666666667
